"Mm.40828","Mm.203949","Mm.3879","Mm.316754","Mm.378976","Mm.234441","Mm.28291","Mm.380374","Mm.3258","Mm.297949","Mm.312593","Mm.248360","Mm.333725","Mm.6787","Mm.19669","Mm.25556","Mm.329123","Mm.209503","Mm.29625","Mm.380699","Mm.291225","Mm.29344","Mm.358692","Mm.380139","Mm.264984","Mm.15406","Mm.313351","Mm.45686","Mm.27447","Mm.25582","Mm.46251","Mm.362054","Mm.155058","Mm.291161","Mm.28559","Mm.334477","Mm.244226","Mm.126450","Mm.290116","Mm.350577","Mm.24021","Mm.345858","Mm.5048","Mm.379383","Mm.319204","Mm.23895","Mm.11869","Mm.371902","Mm.209150","Mm.25960"
0.43740667,-3.6942702,-2.5047035,-1.6890899,-1.4878356,0.51525838,-2.4222915,-0.3506935,1.2039114,-2.5047035,-2.5428478,-0.2358699,-0.6011351,-0.5727186,-2.5047035,-4.6614943,-2.6778429,-0.0666797,-0.1371969,2.2805846,2.22224479,-1.9591404,-0.701414,-2.5047035,-3.7458853,-2.5047035,-1.106992,0.51050235,0.18542528,-2.6627596,-6.5737657,-0.7816341,-0.4882995,0.78406441,-2.5047035,-0.5454529,-2.5047035,1.36491681,1.44984728,-0.6539561,-0.2302634,1.95282093,-0.8040643,1.36911413,-3.0290719,-2.5398954,1.35598209,-1.3889422,-0.8901597,-3.270742
0.30652351,-2.2658214,-2.5566808,-1.7124413,-1.3582484,0.53076757,-2.32860605,-0.1713238,1.14501879,-2.708598,-2.2249846,-0.422021,-0.7518568,-0.6627494,-2.708598,-2.708598,-2.8902003,0.01733096,-0.1546491,2.08946402,2.39033599,-1.7054421,-1.2934844,-2.708598,-3.2737864,-2.1630329,-1.4241188,0.25411151,-0.0159157,-2.3288011,-2.5925261,-0.7422423,-0.681017,0.94936338,-2.9195045,-0.7758972,-1.7450913,1.81219107,1.60888103,-0.2519241,-0.3235969,1.77818466,-0.8363932,1.40641735,-2.7361423,-2.0098851,1.44947733,-1.2150869,-0.9303082,-1.652601
0.25330969,-3.4120991,-2.548109,-1.6798493,-1.6832163,0.53253331,-2.29493365,-0.1188473,1.17686534,-2.548109,-1.8659064,-0.4374107,-0.493687,-0.7579923,-2.548109,-3.0690715,-3.0705496,-0.1270053,0.0416839,2.05209274,3.09346374,-1.4968407,-1.2962334,-2.548109,-2.9228945,-2.548109,-1.4231018,0.07732559,-0.1020641,-3.041561,-2.753976,-0.8081482,-0.5642888,1.04869537,-3.639561,-0.3811534,-2.548109,2.37538633,1.2762892,0.0271977,-0.5628468,1.62651866,-1.0980926,1.97687087,-2.4656856,-2.0962212,1.93380258,-1.6823286,-1.0610911,-1.9642647
0.51222305,-3.098687,-2.3041708,-1.3968029,-1.2532741,0.56740476,-2.4707916,0.0654062,1.38834333,-2.3041708,-1.6053257,-0.3374363,-0.5720719,-0.3139131,-2.3041708,-2.7589571,-3.4594575,0.25606917,-0.0242824,2.7695264,1.76663405,-1.3339109,-0.8622671,-2.6037537,-2.3041708,-2.3041708,-1.0954078,0.2813179,0.04994962,-2.468932,-3.0404202,-0.476746,-0.4935873,1.00448472,-2.6402038,-0.5966088,-4.2176644,1.11251373,1.61836234,-0.7985207,-0.2216716,2.40424523,-1.090939,0.80501379,-2.6034385,-2.2134216,1.33175902,-1.5296471,-0.6844097,-1.6235084
0.25559995,-2.5875953,-2.4309217,-1.3477383,-1.3801675,0.54338782,-2.49017295,-0.092447,1.07435967,-2.4309217,-2.2460885,-0.0996866,-0.7032042,-0.7722008,-2.4309217,-3.6861961,-2.3691774,-0.0085438,0.01332223,1.87875764,2.19861983,-2.0034037,-1.4850631,-3.051682,-3.1519562,-2.4309217,-1.2371784,0.01025411,-0.1142234,-2.5332249,-2.4309217,-0.5833963,-0.3794149,1.06422162,-2.4309217,-0.550822,-2.4309217,1.83098554,1.3615762,-0.2531851,-0.5238944,1.72473065,-0.782208,1.30523061,-2.8368392,-2.5033058,1.51076815,-1.418967,-0.9664076,-1.4702858
-0.1278727,-3.8067096,-2.9393429,-1.4310271,-2.2069422,0.40332828,-2.9096653,-0.205718,0.80796138,-2.9393429,-2.0418467,-0.6099664,-0.3874867,-0.7719851,-2.9393429,-2.9393429,-4.5968888,0.1867756,0.40406375,2.3287566,1.92579219,-2.9393429,-2.3460296,-2.9393429,-2.9393429,-2.9393429,-1.8542731,-0.3761225,-1.1509861,-3.3557943,-2.9393429,-0.5898369,-0.7917574,0.95451871,-2.9393429,-0.3656321,-2.9393429,1.84329796,1.22747158,-0.208678,-0.7410042,1.9994846,-1.2175055,1.38885375,-2.0404079,-2.2718292,1.21209303,-1.473625,-1.3665651,-1.6885335
-0.1394343,-4.8569132,-2.9364,-1.4837008,-1.8537247,0.33303909,-2.22415635,-0.0226734,0.79736937,-2.9364,-2.1442517,-1.1318853,-0.3818078,-0.6958094,-2.9364,-2.9364,-4.2950988,0.09720771,0.2087332,2.34019957,1.9564645,-2.3029287,-2.0174073,-2.7082173,-2.9364,-2.9364,-1.4511707,-0.192468,-0.9649359,-2.8339513,-2.9364,-0.6374326,-0.869661,1.06083797,-4.268234,-0.404909,-3.5272276,1.7279426,1.11833814,-0.3071467,-0.4452292,1.95255983,-1.1816316,1.1930492,-3.0098849,-2.5826836,1.44711412,-1.6487718,-1.3480872,-1.444365
0.66883585,-3.3083735,-2.5418364,-1.5862875,-1.3287962,0.48884008,-2.04461785,-0.1374616,1.32099853,-2.5418364,-1.9976349,-0.5385901,-0.8659229,-0.6696559,-2.5418364,-3.3812205,-3.103211,0.00044584,-0.0840391,2.11861242,2.32718852,-1.6324044,-0.8555293,-2.5418364,-3.8398268,-2.5418364,-1.3794364,0.40668484,0.25940367,-2.8950248,-3.6143255,-0.7211573,-0.5510607,0.98953869,-2.5418364,-0.9887066,-3.8627992,1.72305358,1.53867706,-0.6000624,-0.361481,1.80632153,-1.0478503,1.60956796,-2.3470236,-2.6085647,1.29323647,-1.2831238,-0.7587999,-1.8932605
0.48554742,-4.1134594,-2.6424986,-1.6516467,-1.6904406,0.4665507,-2.3130913,-0.0209515,1.20440499,-2.6424986,-1.9427165,-0.2998847,-0.527056,-0.3514079,-2.6424986,-2.348265,-2.8552095,-0.2950408,0.01448344,1.95900341,2.43146263,-2.7839592,-1.0354764,-2.6424986,-3.3322156,-2.6424986,-1.2065704,0.11176953,-0.0662801,-2.3255159,-2.6424986,-1.0410807,-0.4784948,0.90921754,-2.6424986,-0.4796256,-2.6424986,1.63619439,1.1529441,-0.3766306,-0.387879,1.71899498,-1.2417908,1.43496684,-2.6317202,-2.2423701,1.66114438,-1.4798801,-0.9847425,-1.7153025
0.38962644,-2.4791838,-2.7979166,-1.6460767,-1.7660978,0.44879996,-2.35286815,-0.1249283,1.2058035,-3.5392757,-2.2842617,-0.2866829,-0.4772236,-0.6302118,-2.7979166,-2.2450884,-2.9091084,-0.0596514,0.1804444,2.10718972,2.43052062,-1.4749895,-1.4895249,-2.7979166,-2.4161978,-2.7979166,-1.3075176,0.02557069,-0.3203429,-2.4604959,-2.3314292,-0.7782044,-0.2902602,1.15751267,-2.5887325,-0.4245242,-2.5805338,1.86277546,1.47257947,-0.4075458,-0.4462433,1.79429193,-0.9601351,1.34658237,-2.4829108,-2.8385292,1.29409849,-1.5661979,-0.9495322,-1.6222248
0.00056126,-4.1339956,-3.1826176,-1.2951997,-1.8177646,0.52249395,-2.38180675,0.05682594,0.87837713,-3.1826176,-2.2201123,-0.7756677,-0.3558681,-0.829586,-3.1826176,-3.1826176,-3.876828,0.01328007,0.13768358,2.10830569,2.20703323,-2.311213,-2.2123185,-2.2471931,-4.7248692,-3.1826176,-1.4994874,-0.3785368,-0.870968,-2.5785473,-4.0112002,-0.6458869,-0.6627316,1.05687035,-7.8272372,-0.4554444,-3.1826176,1.56091938,0.95449291,-0.1484876,-0.4788282,1.74482021,-1.5191096,1.48671695,-2.559344,-2.0833351,1.48037053,-1.4842648,-1.2084491,-1.4884358
0.11017835,-3.7387643,-3.2312178,-1.633331,-1.8411816,0.60773141,-2.2537343,-0.0344071,1.00627833,-3.2312178,-1.9988389,-0.4413917,-0.4818825,-0.6613641,-3.2726649,-3.2312178,-3.5036293,0.06058557,0.40251272,2.29108505,1.9380608,-1.6037893,-1.8675218,-2.2387448,-3.0305741,-3.2312178,-1.5421286,-0.0120234,-0.1914847,-2.6553614,-5.691687,-0.5568314,-0.8052952,1.21631297,-3.4894277,-0.3018219,-3.2312178,1.36708526,1.22788468,-0.6233243,-0.368105,1.92912813,-1.1326771,1.26546634,-2.269491,-2.9264092,0.98718386,-1.5657391,-1.262346,-1.6414958
0.71820025,-3.7463616,-2.8250923,-1.7328105,-0.9917353,0.56510457,-2.34290865,0.05942734,1.32635663,-4.1067019,-2.2677042,-0.4222079,-0.6683119,-0.3404717,-2.6912849,-3.4619997,-3.1172455,-0.0042078,0.11789284,2.37538987,1.93858495,-1.0135183,-0.9564104,-2.3844558,-3.0750991,-2.8250923,-1.3508877,0.39587926,0.27059461,-2.2626731,-2.6615409,-0.7598635,-0.3378119,1.00327232,-3.0302144,-0.6288694,-3.0523231,1.31060513,1.85158571,-0.7936681,-0.1398515,1.99350892,-0.7323632,1.22511966,-2.7560992,-2.7301933,0.87320292,-1.4446628,-0.8289427,-1.9759119
-3.8306857,-3.0606992,1.11348188,-2.4180111,-1.4424505,0.85868207,0.45974289,1.08686966,1.43038171,-2.2168498,-2.5852363,0.05490541,-0.1243202,0.67631552,-3.0606992,-2.8660954,-4.2454729,-0.3693461,1.51959664,0.38564009,1.40799363,-0.359714,-2.1156612,-1.148342,-3.2709845,-3.4438367,-1.5165062,-0.264484,-0.1398592,-3.0606992,-3.8552069,-0.739346,-0.5228187,0.68468858,-4.0136503,0.76228994,-4.1744906,0.20951251,2.43969804,-1.6012484,1.29675264,0.3149424,1.23313205,0.1718823,-3.0880549,-3.4376601,-0.0552094,-1.9652722,-1.2935581,-0.9983216
-3.2628601,-3.2628601,1.0825194,-1.8206573,-1.9012161,1.04551569,0.382036245,1.27505129,1.80462881,-6.0002244,-2.5571773,-0.0112931,0.07689493,0.46473916,-3.2628601,-3.7356929,-4.0455628,-0.34812,1.67148388,-0.0449095,0.33242409,-0.2621765,-1.8262686,-1.0970653,-3.8501908,-3.7332469,-2.1820335,-0.1717244,0.31232947,-3.5824492,-3.6775716,-0.7178445,-0.1708919,0.77880007,-4.1238461,0.96093531,-4.0745636,-0.4018282,2.40262125,-2.002378,1.64041069,-0.1057289,1.03728608,-0.3981377,-3.9001667,-2.6419074,-0.4917317,-2.2037676,-1.0573972,-1.0975331
-2.9843477,-2.9843477,1.32438614,-2.0303253,-1.4694416,1.08608636,-1.37218695,1.23082575,1.84046082,-2.9843477,-2.5932027,0.2783026,-0.294849,0.37684123,-4.961143,-3.6205147,-5.8175226,-0.3859969,1.51517387,0.37528155,0.31114375,-0.0715499,-1.9792463,-0.84717,-3.6199632,-4.2560744,-1.6010694,-0.1872352,0.28250428,-3.7438754,-3.8845798,-0.6780469,-0.2671535,0.73103177,-3.9092043,0.70982532,-2.9843477,-0.6028526,2.14055974,-1.9776553,1.44076218,0.21487055,1.02453034,-0.3752426,-3.0042438,-2.7187429,-0.4743218,-2.0375,-1.0463805,-0.9585274
-3.0199088,-3.6522317,1.29215072,-1.6782285,-1.9638836,1.11321324,0.521513185,1.35789489,1.83396772,-3.0199088,-2.9284165,-0.0109136,-0.0093229,0.14617205,-3.0199088,-4.0655678,-3.7560778,-0.3365652,1.66938884,0.08384905,0.75417714,-0.4450616,-1.8622238,-1.2659639,-2.74525,-4.2347178,-2.5853596,-0.1890755,0.31865244,-4.8605173,-4.0512755,-0.6934275,-0.2461517,0.7271764,-3.0199088,0.87880885,-3.0199088,-0.2809282,2.49180447,-2.2855691,1.72155653,0.00594361,1.01456392,-0.4296904,-2.8621416,-2.6173686,-0.2834767,-2.3166292,-1.0578032,-0.9438457
-3.1990128,-5.3070956,1.38139329,-1.519289,-1.7218435,1.00550624,-1.52495725,1.16799534,1.67701632,-5.1287191,-2.4546472,0.06268966,-0.1860239,0.48230691,-3.1990128,-4.5388421,-3.7751071,-0.5771834,1.57247702,0.31428346,0.13846574,-0.3218626,-1.5175358,-0.8561941,-3.7514841,-3.1891384,-1.8338437,-0.1426533,0.40655641,-3.5922974,-4.2905458,-0.9491148,-0.2220783,0.6609317,-5.9545224,0.77359064,-3.6372554,-0.6056132,2.38837946,-1.1509891,1.43438688,0.13871667,1.11174076,-0.5156066,-3.2764923,-2.1602115,-0.5734759,-2.4966741,-1.0909337,-0.8841368
-3.2469367,-5.7593279,1.13118084,-1.7086836,-2.2891634,1.05447186,0.466453655,1.45355974,1.73793624,-3.2469367,-2.486496,0.18402577,-0.2399153,0.555863,-2.0176302,-4.3133486,-4.0113925,-0.4243375,1.51384766,0.50249109,0.5468174,-0.1856501,-1.7643887,-0.5279207,-4.384209,-3.9715003,-3.3914873,-0.3045879,0.17588732,-3.9436289,-3.4924102,-0.6312846,-0.0347063,0.41861772,-3.2469367,0.79764806,-3.2469367,-0.4817183,2.13029234,-1.8471112,1.59951662,0.3523052,1.01267185,-0.3678297,-3.0795455,-2.1090702,-0.217745,-2.2492015,-1.073935,-0.7083266
-3.1754016,-3.1754016,1.37513572,-1.7504915,-1.6770558,0.12790297,0.64318562,1.41781907,1.83091668,-4.7755911,-2.4275668,-0.0493709,-0.1765787,0.62813406,-3.1754016,-6.8564279,-4.533398,-0.3579664,1.50307579,0.34783848,0.65075112,-0.22172,-1.8970359,-0.4860477,-3.5808258,-3.4039612,-2.2781987,-0.165745,0.27238258,-4.7474392,-4.0251617,-0.7040637,-0.1809259,0.78003674,-5.6062934,0.82822645,-3.1754016,-0.2545637,2.09376923,-2.4540189,1.60232821,0.1769264,1.13153113,-0.3133272,-2.7201925,-2.3209066,-0.4550023,-2.1876215,-1.0904554,-0.9270466
-3.1548082,-4.3286555,1.06321219,-1.7210474,-2.4721123,0.91444717,0.417592215,1.35219691,1.5154613,-3.1548082,-2.661383,0.13427362,0.21501435,0.71388254,-3.5683394,-3.8013783,-3.5408809,-0.4457586,1.69862217,0.36944108,1.78474305,-0.2112797,-1.9298567,-0.6810154,-3.0099338,-3.1548082,-2.3007557,-0.4099237,-0.1989712,-3.2149224,-2.7107938,-0.7096874,-0.2671167,0.67139357,-3.9014194,1.05353069,-2.8015452,0.48289944,2.59686796,-1.8917523,1.59329975,0.16534588,1.04158907,0.34622457,-2.2136903,-2.6939152,0.30931617,-2.0424542,-1.1905349,-0.8752144
-4.2126581,-5.3510554,1.28031993,-1.722565,-1.8202043,1.09691501,0.44195284,1.37233152,1.57490276,-3.1328402,-2.5876892,0.09814097,-0.0142982,0.47685301,-3.2506734,-4.3841198,-4.8506818,-0.3694751,1.6717097,0.16161902,0.89255269,-0.23022,-1.7759953,-0.7015144,-4.3421964,-4.7147149,-2.7280546,-0.1864696,0.34310727,-4.1827602,-4.0016615,-0.6900267,-0.123993,0.58563187,-4.6658834,0.82585478,-2.9213773,-0.308482,2.35839706,-1.6708673,1.64507742,0.01302189,1.05660195,-0.2986158,-2.9985149,-2.2437942,-0.2333288,-2.7022937,-1.131097,-0.8601991
-3.1375039,-3.1375039,1.3996768,-1.9620209,-1.4023809,1.01813871,-1.26483865,1.21429665,1.56502981,-3.712216,-2.6919714,0.19197762,-0.3940707,0.64805603,-3.5665912,-3.5705567,-4.2202094,-0.3492978,1.41276001,0.45576507,0.36767728,-0.0630702,-1.87638,-0.7569163,-3.5198884,-3.8104325,-1.4582114,-0.1286556,0.2650225,-3.597377,-4.6019426,-0.7194979,-0.2116106,0.60634303,-3.5896965,0.59110678,-3.1375039,-0.6162815,2.15018606,-1.7857839,1.32132889,0.2879026,1.23265572,-0.5666184,-3.6360798,-2.747312,-0.6625258,-2.0824259,-1.1501227,-1.204616
-4.9220196,-3.3813861,1.34601966,-1.6492038,-1.6575094,1.10033078,-1.54066725,1.16420991,1.77077053,-3.3813861,-2.3680347,0.10745142,-0.2531915,0.48047045,-3.1442395,-3.3370953,-4.5809754,-0.3581455,1.54724742,0.41287838,0.90660747,-0.3823051,-2.0291064,-0.6245648,-3.4374404,-3.4189917,-1.8168213,0.04151318,0.55928881,-3.5028458,-4.2897765,-0.8420199,-0.4703032,0.88583338,-5.6104757,0.71397565,-5.2124686,0.04610848,2.243195,-2.0706655,1.47960571,0.3029451,1.07467366,-0.061881,-2.7840357,-2.3887704,-0.2007938,-1.9837674,-1.0859668,-1.2593578
-2.9642794,-4.1364215,1.493791,-1.7214524,-2.0708892,0.98196213,0.635797955,1.52951413,1.74066143,-2.9642794,-2.7810449,0.25076133,-0.2785701,0.53832998,-2.9642794,-3.7112539,-4.4765494,-0.6485876,1.53324063,0.38637608,0.50350139,-0.0769851,-1.9009855,-0.6049902,-3.2621222,-3.2712131,-2.1153246,-0.2735512,-0.2796114,-3.4978995,-4.1361146,-0.8353507,-0.0503579,0.65874377,-4.3786183,0.7724914,-4.5623209,-0.5939243,2.31380903,-2.2090208,1.64508729,0.26645963,0.92233105,-0.4550433,-3.117216,-2.3283379,-0.3762262,-2.2119215,-1.1473707,-0.776566
-1.0453475,-4.2248853,1.33964151,-1.8058988,-2.1642046,1.05272987,0.546074785,1.40418639,1.75448636,-3.3424816,-2.8061812,0.19493674,-0.2510646,0.51344438,-3.3424816,-3.3424816,-3.5239153,-0.5161792,1.5494464,0.45087037,1.11980359,-0.159594,-2.02379,-0.8448493,-3.6204043,-5.3535434,-2.7002749,-0.1680739,0.35243723,-3.3300118,-3.345564,-0.8636997,-0.0052508,0.65140018,-3.3424816,0.6705645,-4.322268,-0.1105741,2.20678925,-1.9250375,1.60634878,0.28392565,1.12429873,-0.09483,-3.4910443,-2.1109398,-0.3685155,-2.0365437,-1.1642521,-0.7895987
-3.1231453,-3.1231453,1.24093557,-1.6892061,-1.9068031,1.05341091,0.549883965,1.05324698,1.70584606,-5.4860464,-2.4062908,0.14275735,-0.513091,0.38751915,-5.6293789,-3.1231453,-4.2130749,-0.4753173,1.59683673,0.35580832,1.08606448,-0.239745,-1.9949785,-0.7633818,-3.6617017,-1.9720249,-1.6923162,-0.1828747,0.25063065,-3.4922557,-5.3326262,-0.6928604,-0.099228,0.74800456,-3.1231453,0.74554438,-3.0552023,-0.1470175,2.42794905,-1.5907791,1.38899601,0.24163079,0.95925707,-0.0491681,-2.8986779,-2.7571548,-0.2381278,-2.1509145,-1.3006229,-1.1128446
-3.2952693,-4.5485629,1.20238626,-1.3789364,-1.3140321,1.05369074,-1.55160615,1.24382609,1.51145428,-3.554098,-2.2950229,0.17523865,0.06759768,0.46272182,-3.2593355,-4.6589465,-4.7794846,-0.1830791,1.77455063,0.27633262,1.20012556,-0.3659282,-2.1145017,-0.8209556,-4.0518714,-2.8136478,-1.3217132,-0.3894093,0.01306355,-3.5394052,-4.3456814,-0.5855865,-0.3822138,0.67138705,-3.9964878,0.99935924,-3.2952693,0.09531893,2.4252563,-1.7628238,1.57454299,0.21332363,1.15310373,0.13650128,-3.6903513,-2.5555574,-0.1025255,-2.257981,-1.1760722,-1.01506
0.80557113,-2.7984464,-2.7984464,-1.9698698,-1.1730786,1.0479136,-1.6039635,1.22353445,1.58796166,-2.7984464,-1.8392833,0.03563139,-0.0129555,0.63326052,-4.4960591,-2.7984464,-4.2757433,-0.2119675,1.91472699,0.60893544,1.27767641,-0.102457,-2.4057406,-1.1616193,-4.0326554,-2.7984464,-1.4855741,-0.1039682,-0.1492106,-3.5788832,-2.7692875,-0.7629238,-0.1608985,0.84127059,-3.7779523,0.79989091,-2.7984464,0.26810979,2.49153793,-2.3411955,1.52560096,0.46917748,0.87517686,-0.0281167,-2.9568692,-2.6316475,0.08955545,-2.0221898,-1.0064604,-0.7585905
-3.2414688,-3.2414688,1.36588653,-1.6223329,-1.6476892,1.02859662,-1.5311223,1.24813081,1.74824387,-3.2414688,-2.4826859,0.09148893,-0.3496259,0.32927708,-3.2414688,-5.3785868,-4.437508,-0.3250747,1.34231986,0.39889766,0.80094705,-0.2969453,-1.7639033,-0.8003032,-3.6229659,-3.2414688,-2.2795129,-0.2970894,0.39239825,-4.5086932,-3.9212259,-0.7019466,-0.1728298,0.67648893,-5.3902859,0.51567284,-3.7731985,-0.4029285,2.1003029,-2.0213842,1.47874877,0.29183555,0.85583428,-0.2833132,-3.5557438,-2.2372262,-0.3438143,-1.9559664,-0.9849265,-1.0031509
-3.0602035,-3.0602035,1.38583999,-1.8812511,-1.2529594,1.1377908,-1.4397419,1.21634314,1.65393784,-3.0602035,-2.586134,0.22109581,-0.1800002,0.43851348,-3.0602035,-4.4932522,-4.9585459,-0.2918648,1.55261671,0.44703993,0.6781333,-0.3557532,-1.8905057,-0.8004102,-3.1555161,-3.0602035,-1.5753194,-0.1363849,0.32236636,-3.6883433,-3.6437533,-0.5992014,-0.1326471,0.67856559,-4.4625382,0.75689941,-3.0602035,-0.2048321,2.28334641,-2.1936972,1.49280293,0.32393936,1.02686285,-0.27578,-3.1545323,-2.6541206,-0.2068441,-2.3205879,-1.0704756,-0.8683241
-3.2885619,-3.2885619,1.20535724,-2.9194288,-1.1304276,0.72573017,0.586803765,1.12756118,1.65063564,-5.0728747,-2.7679668,0.15547148,-0.6510194,0.54383376,-4.2579135,-4.8728862,-3.8254002,-0.5613318,1.10201332,0.50694611,0.89371182,-0.2008127,-1.7595808,-0.9110893,-3.0643091,-3.2885619,-1.8737762,-0.196696,0.11415293,-4.6307012,-4.2312131,-0.8371466,-0.3167462,0.92350728,-5.7098263,0.32612849,-3.2885619,-0.2378377,1.98522818,-1.8157411,0.88452103,0.28343782,1.17650371,-0.1105146,-3.0331247,-2.9672669,-0.3114509,-2.2655881,-1.2994884,-0.969833
-3.2082249,-3.6695382,1.55460072,-2.3510076,-1.7290657,1.11730831,0.669758975,1.2228348,1.67669547,-4.3635263,-2.0838537,0.3452138,-0.2408825,0.18541237,-3.2082249,-3.2082249,-3.6360731,-0.3824203,1.63302046,-0.0694831,0.72159225,-0.1753116,-1.5930646,-0.9820435,-3.4371685,-4.0766943,-2.221477,-0.0388446,0.38646472,-3.9637189,-3.4269919,-0.78672,-0.0734343,0.79927403,-3.8501935,0.67781833,-4.2641857,-0.2623123,2.18733492,-1.9321694,1.62312488,-0.1372835,0.85128146,-0.2918402,-2.4008706,-2.5575019,-0.4511311,-2.0969041,-0.9391785,-1.1632891
-3.2384062,-5.9065083,1.319873,-1.4330606,-1.6958682,0.92013749,-1.47661085,1.11615803,1.61481789,-3.2384062,-2.4154138,0.08075142,-0.2375183,0.10315821,-3.8668979,-7.4621218,-5.83272,-0.5523817,1.64017087,0.30294678,0.50406651,-0.4067508,-1.9279524,-0.9294746,-3.6021843,-3.4757202,-1.9685142,-0.2796954,0.10761516,-4.1892864,-3.5021707,-1.0463493,-0.296489,0.7398889,-5.0945278,0.86639039,-4.6220572,-0.5313844,2.50140968,-2.1122378,1.54395741,0.20054461,1.05937815,-0.5587611,-3.5489954,-1.9931874,-0.4912018,-2.3107391,-1.1939622,-0.9600706
-3.3186402,-3.3186402,1.27996516,-1.9895305,-1.2917753,1.03779243,-1.43699905,1.04601891,1.82341155,-6.0576168,-2.8774728,0.11738786,-0.2430713,0.58623702,-3.3186402,-4.229816,-5.7728986,-0.2752774,1.42421658,0.56384468,0.90185354,-0.2019188,-2.1278041,-1.0932639,-3.7233094,-7.9204097,-1.6758298,-0.3498203,-0.0250954,-4.3315652,-3.8207158,-0.6815924,-0.3119809,0.83666236,-3.9317054,0.6196198,-3.3186402,-0.1230095,2.29602792,-2.0165263,1.2580024,0.37926873,1.23580416,-0.1141922,-2.8809349,-2.4813508,-0.527779,-2.0241964,-0.917209,-1.0253037
-4.8111977,-2.8103974,1.31593024,-1.4550841,-2.3693356,1.06803127,0.350369675,1.28209576,1.60752261,-3.6408967,-2.0370919,0.09874897,-0.271869,0.39451042,-1.8971485,-3.7804765,-3.8948865,-0.6318639,1.47125806,0.17093592,1.49487185,-0.2803317,-1.6586751,-0.5260942,-3.8011543,-3.2309458,-1.0925306,-0.3276419,0.01566511,-4.0744882,-1.9365129,-0.8286831,-0.1765989,0.61877839,-5.2994147,0.92045321,-3.6408967,0.2053314,2.29580554,-1.6872932,1.83019906,0.11010753,0.90292205,0.09701154,-1.5362537,-2.2202193,0.33101995,-2.5821407,-1.2174371,-1.1129524
-3.0311195,-3.0311195,1.00658875,-1.8549889,-2.0600683,0.9962695,0.36095588,1.23524227,1.64603144,-3.1632878,-2.4903536,-0.1134945,0.16003054,0.57560665,-3.6360135,-3.3410767,-4.0541966,-0.2833655,1.68532591,0.40741685,1.27338187,-0.2928988,-1.9104491,-0.8311819,-4.2376381,-3.0311195,-2.8495027,-0.4005189,0.06021103,-3.1630271,-4.2587345,-0.6340309,-0.2656398,0.70457405,-3.0311195,0.9316646,-4.2915832,0.08323285,2.46517836,-2.1472917,1.45073951,0.35322548,1.05283506,0.01371541,-2.9591319,-2.6176363,-0.0481661,-2.1929474,-1.2923578,-0.8502225
-6.4190868,-3.2609808,1.29716546,-2.1114206,-1.7418506,0.95961085,0.43296804,1.25633041,1.76019251,-3.2609808,-2.9621916,0.10596245,-0.2085806,0.45353136,-5.2345993,-3.2609808,-4.7926548,-0.3037553,1.4263079,0.70671444,0.72026426,-0.2329565,-1.7129655,-0.9090755,-3.8350835,-3.5445104,-1.7609376,-0.1214605,0.24031275,-4.1525736,-4.5804897,-0.6755138,-0.1375867,0.61677933,-5.2475916,0.74483275,-4.7794369,-0.3254264,2.31363155,-1.9264541,1.35697506,0.4419059,1.2502169,-0.3313686,-3.0204806,-2.7912174,-0.4049391,-2.2914417,-1.1181202,-0.9655992
-3.1075969,-3.1075969,1.39951058,-1.9211569,-2.163028,0.97495224,0.59067857,1.39716184,1.53084857,-3.1075969,-3.0191565,0.16759465,-0.3796781,0.83097107,-3.1075969,-4.7734977,-4.6181134,-0.5826664,1.47213665,0.65683363,0.52521463,-0.3417947,-1.9884105,-0.6395947,-4.5022491,-5.0664855,-2.4177113,-0.1537447,0.21206548,-4.0986542,-4.3913373,-0.7675812,-0.2868259,0.58805995,-5.5002284,0.58854205,-4.9484317,-0.4370509,2.01967075,-1.72033,1.70429416,0.50002894,1.19503617,-0.3585515,-2.600662,-2.3088772,-0.2763818,-2.1222674,-1.1421882,-0.7620459
-3.300419,-3.300419,1.24796599,-1.4729369,-2.1968164,1.08422194,0.522272735,1.17161973,1.78442498,-3.300419,-2.2738799,0.01205031,-0.1966243,0.22587991,-3.4881145,-4.9927857,-3.5795649,-0.4475775,1.63029883,0.50884831,0.1860414,-0.3338459,-1.6906998,-0.8812166,-3.903922,-3.0198159,-3.1851515,-0.1224231,0.5773816,-4.4937118,-4.4895455,-0.7361569,-0.1609927,0.66925572,-5.2455321,0.799877,-3.5103051,-0.445548,2.33151924,-1.8564266,1.38840907,0.36805884,0.99345002,-0.38853,-2.3389757,-2.3325055,-0.6082367,-2.3362647,-0.930755,-1.0282098
-3.3045314,-3.495217,1.31951359,-2.202855,-1.825566,0.99351692,0.426666425,1.13651552,1.40366985,-1.4461466,-2.1354974,0.16047565,-0.1945013,0.26320001,-1.864846,-3.1171975,-3.8346395,-0.2928758,1.50249627,0.63512857,1.88851299,-0.408738,-2.0002844,-0.8655837,-3.9066384,-3.3045314,-0.8824167,-0.263339,0.13327714,-4.0014266,-4.1588379,-0.9018924,-0.1997268,0.90983948,-4.161771,0.6690862,-1.870498,0.61767456,2.48439303,-1.4924052,1.3831143,0.45830242,1.02787069,0.31100825,-2.5369746,-2.4123207,0.23871737,-2.1300934,-1.2548167,-1.0339086
